Custer, CO	1
Delta, CO	39
Denver, CO	7179
Dolores, CO	2
Douglas, CO	378
Eagle, CO	46
Elbert, CO	4
El Paso, CO	1930
Fremont, CO	49
Garfield, CO	61
Gilpin, CO	3
Grand, CO	14
Gunnison, CO	16
Hinsdale, CO	3
Huerfano, CO	3
Jackson, CO	1
Jefferson, CO	2406
Kiowa, CO	0
Kit Carson, CO	5
Lake, CO	6
La Plata, CO	79
Larimer, CO	454
Las Animas, CO	7
Lincoln, CO	3
Logan, CO	4
Mesa, CO	274
Mineral, CO	0
Moffat, CO	15
Montezuma, CO	52
Montrose, CO	48
Morgan, CO	23
Otero, CO	17
Ouray, CO	0
Park, CO	3
Phillips, CO	1
Pitkin, CO	31
Prowers, CO	13
Pueblo, CO	449
Rio Blanco, CO	7
Rio Grande, CO	9
Routt, CO	27
Saguache, CO	2
San Juan, CO	2
San Miguel, CO	12
Sedgwick, CO	6
Summit, CO	42
Teller, CO	14
Washington, CO	5
Weld, CO	734
Yuma, CO	5
CONNECTICUT	10762
Fairfield, CT	2592
Hartford, CT	4217
Litchfield, CT	153
Middlesex, CT	186
New Haven, CT	3260
New London, CT	216
Tolland, CT	63
Windham, CT	73
DELAWARE	2944
Kent, DE	269
New Castle, DE	2455
Sussex, DE	220
DISTRICT OF COLUMBIA	9906
District of Columbia	9906
FLORIDA	81536
Alachua, FL	877
Baker, FL	42
Bay, FL	450
Bradford, FL	48
Brevard, FL	1324
Broward, FL	7487
Calhoun, FL	11
Charlotte, FL	248
Citrus, FL	154
Clay, FL	262
Collier, FL	460
Columbia, FL	184
DeSoto, FL	59
Dixie, FL	21
Duval, FL	4999
Escambia, FL	736
Flagler, FL	83
Franklin, FL	19
Gadsden, FL	75
Gilchrist, FL	22
Glades, FL	11
Gulf, FL	15
Hamilton, FL	49
Hardee, FL	64
Hendry, FL	103
Hernando, FL	319
Highlands, FL	167
Hillsborough, FL	9599
Holmes, FL	13
Indian River, FL	220
Jackson, FL	64
Jefferson, FL	18
Lafayette, FL	6
Lake, FL	506
Lee, FL	1956
Leon, FL	927
Levy, FL	84
Liberty, FL	6
Madison, FL	30
Manatee, FL	1149
Marion, FL	588
Martin, FL	230
Miami-Dade, FL	20650
Monroe, FL	308
Nassau, FL	130
Okaloosa, FL	294
Okeechobee, FL	63
Orange, FL	6335
Osceola, FL	607
Palm Beach, FL	7435
Pasco, FL	971
Pinellas, FL	3945
Polk, FL	1809
Putnam, FL	238
St. Johns, FL	220
St. Lucie, FL	587
Santa Rosa, FL	107
Sarasota, FL	750
Seminole, FL	898
Sumter, FL	85
Suwannee, FL	87
Taylor, FL	55
Union, FL	21
Volusia, FL	2098
Wakulla, FL	46
Walton, FL	78
Washington, FL	34
GEORGIA	41345
Appling, GA	17
Atkinson, GA	6
Bacon, GA	19
Baker, GA	0
Baldwin, GA	46
Banks, GA	46
Barrow, GA	239
Bartow, GA	450
Ben Hill, GA	20
Berrien, GA	4
Bibb, GA	1325
Bleckley, GA	18
Brantley, GA	32
Brooks, GA	30
Bryan, GA	31
Bulloch, GA	86
Burke, GA	47
Butts, GA	90
Calhoun, GA	6
Camden, GA	72
Candler, GA	21
Carroll, GA	233
Catoosa, GA	147
Charlton, GA	10
Chatham, GA	1726
Chattahoochee, GA	3
Chattooga, GA	6
Cherokee, GA	97
Clarke, GA	406
Clay, GA	0
Clayton, GA	2238
Clinch, GA	3
Cobb, GA	2375
Coffee, GA	121
Colquitt, GA	183
Columbia, GA	87
Cook, GA	10
Coweta, GA	254
Crawford, GA	29
Crisp, GA	49
Dade, GA	19
Dawson, GA	51
Decatur, GA	47
DeKalb, GA	8199
Dodge, GA	16
Dooly, GA	5
Dougherty, GA	433
Douglas, GA	399
Early, GA	10
Echols, GA	0
Effingham, GA	91
Elbert, GA	32
Emanuel, GA	26
Evans, GA	0
Fannin, GA	2
Fayette, GA	151
Floyd, GA	316
Forsyth, GA	236
Franklin, GA	87
Fulton, GA	9737
Gilmer, GA	21
Glascock, GA	0
Glynn, GA	196
Gordon, GA	96
Grady, GA	35
Greene, GA	20
Gwinnett, GA	2399
Habersham, GA	76
Hall, GA	556
Hancock, GA	0
Haralson, GA	154
Harris, GA	37
Hart, GA	45
Heard, GA	16
Henry, GA	308
Houston, GA	293
Irwin, GA	12
Jackson, GA	106
Jasper, GA	0
Jeff Davis, GA	35
Jefferson, GA	25
Jenkins, GA	8
Johnson, GA	4
Jones, GA	69
Lamar, GA	26
Lanier, GA	2
Laurens, GA	87
Lee, GA	34
Liberty, GA	105
Lincoln, GA	7
Long, GA	9
Lowndes, GA	220
Lumpkin, GA	22
McDuffie, GA	46
McIntosh, GA	26
Macon, GA	18
Madison, GA	72
Marion, GA	1
Meriwether, GA	99
Miller, GA	9
Mitchell, GA	36
Monroe, GA	37
Montgomery, GA	0
Morgan, GA	19
Murray, GA	64
Muscogee, GA	1219
Newton, GA	256
Oconee, GA	29
Oglethorpe, GA	29
Paulding, GA	346
Peach, GA	71
Pickens, GA	74
Pierce, GA	10
Pike, GA	35
Polk, GA	59
Pulaski, GA	9
Putnam, GA	20
Quitman, GA	3
Rabun, GA	29
Randolph, GA	0
Richmond, GA	1166
Rockdale, GA	347
Schley, GA	6
Screven, GA	8
Seminole, GA	2
Spalding, GA	252
Stephens, GA	63
Stewart, GA	1
Sumter, GA	50
Talbot, GA	7
Taliaferro, GA	0
Tattnall, GA	18
Taylor, GA	0
Telfair, GA	8
Terrell, GA	12
Thomas, GA	78
Tift, GA	104
Toombs, GA	21
Towns, GA	6
Treutlen, GA	2
Troup, GA	178
Turner, GA	10
Twiggs, GA	1
Union, GA	0
Upson, GA	45
Walker, GA	91
Walton, GA	145
Ware, GA	103
Warren, GA	5
Washington, GA	28
Wayne, GA	2
Webster, GA	0
Wheeler, GA	2
White, GA	62
Whitfield, GA	403
Wilcox, GA	0
Wilkes, GA	11
Wilkinson, GA	10
Worth, GA	20
HAWAII	9651
Hawaii, HI	477
Honolulu, HI	8253
Kalawao, HI	0
Kauai, HI	159
Maui, HI	762
IDAHO	2626
Ada, ID	692
Adams, ID	3
Bannock, ID	107
Bear Lake, ID	0
Benewah, ID	14
Bingham, ID	49
Blaine, ID	27
Boise, ID	5
Bonner, ID	57
Bonneville, ID	201
Boundary, ID	6
Butte, ID	1
Camas, ID	0
Canyon, ID	549
Caribou, ID	8
Cassia, ID	39
Clark, ID	4
Clearwater, ID	5
Custer, ID	13
Elmore, ID	53
Franklin, ID	4
Fremont, ID	5
Gem, ID	8
Gooding, ID	17
Idaho, ID	13
Jefferson, ID	3
Jerome, ID	52
Kootenai, ID	248
Latah, ID	33
Lemhi, ID	0
Lewis, ID	4
Lincoln, ID	1
Madison, ID	21
Minidoka, ID	29
Nez Perce, ID	69
Oneida, ID	3
Owyhee, ID	17
Payette, ID	32
Power, ID	7
Shoshone, ID	21
Teton, ID	1
Twin Falls, ID	180
Valley, ID	15
Washington, ID	10
ILLINOIS	25795
Adams, IL	0
Alexander, IL	0
Bond, IL	0
Boone, IL	0
Brown, IL	0
Bureau, IL	0
Calhoun, IL	0
Carroll, IL	0
Cass, IL	0
Champaign, IL	0
Christian, IL	0
Clark, IL	0
Clay, IL	0
Clinton, IL	0
Coles, IL	0
Cook, IL	22779
Crawford, IL	0
Cumberland, IL	0
DeKalb, IL	0
De Witt, IL	0
Douglas, IL	0
DuPage, IL	154
Edgar, IL	0
Edwards, IL	0
Effingham, IL	0
Fayette, IL	0
Ford, IL	0
Franklin, IL	0
Fulton, IL	0
Gallatin, IL	0
Greene, IL	0
Grundy, IL	0
Hamilton, IL	0
Hancock, IL	0
Hardin, IL	0
Henderson, IL	0
Henry, IL	0
Iroquois, IL	0
Jackson, IL	0
Jasper, IL	0
Jefferson, IL	0
Jersey, IL	0
Jo Daviess, IL	0
Johnson, IL	0
Kane, IL	249
Kankakee, IL	0
Kendall, IL	2
Knox, IL	0
Lake, IL	0
LaSalle, IL	0
Lawrence, IL	0
Lee, IL	0
Livingston, IL	0
Logan, IL	0
McDonough, IL	0
McHenry, IL	0
McLean, IL	0
Macon, IL	0
Macoupin, IL	0
Madison, IL	0
Marion, IL	0
Marshall, IL	0
Mason, IL	0
Massac, IL	0
Menard, IL	0
Mercer, IL	0
Monroe, IL	0
Montgomery, IL	0
Morgan, IL	0
Moultrie, IL	0
Ogle, IL	0
Peoria, IL	720
Perry, IL	0
Piatt, IL	0
Pike, IL	0
Pope, IL	0
Pulaski, IL	0
Putnam, IL	0
Randolph, IL	0
Richland, IL	0
Rock Island, IL	0
St. Clair, IL	0
Saline, IL	0
Sangamon, IL	407
Schuyler, IL	0
Scott, IL	0
Shelby, IL	0
Stark, IL	0
Stephenson, IL	0
Tazewell, IL	0
Union, IL	0
Vermilion, IL	0
Wabash, IL	0
Warren, IL	0
Washington, IL	0
Wayne, IL	0
White, IL	0
Whiteside, IL	0
Will, IL	320
Williamson, IL	0
Winnebago, IL	1164
Woodford, IL	0
INDIANA	18757
Adams, IN	16
Allen, IN	957
Bartholomew, IN	83
Benton, IN	0
Blackford, IN	17
Boone, IN	7
Brown, IN	1
Carroll, IN	3
Cass, IN	69
Clark, IN	385
Clay, IN	21
Clinton, IN	62
Crawford, IN	3
Daviess, IN	18
Dearborn, IN	50
Decatur, IN	4
DeKalb, IN	32
Delaware, IN	301
Dubois, IN	24
Elkhart, IN	630
Fayette, IN	33
Floyd, IN	229
Fountain, IN	4
Franklin, IN	19
Fulton, IN	0
Gibson, IN	10
Grant, IN	127
Greene, IN	23
Hamilton, IN	147
Hancock, IN	39
Harrison, IN	81
Hendricks, IN	150
Henry, IN	125
Howard, IN	193
Huntington, IN	26
Jackson, IN	71
Jasper, IN	16
Jay, IN	5
Jefferson, IN	56
Jennings, IN	29
Johnson, IN	150
Knox, IN	99
Kosciusko, IN	54
LaGrange, IN	13
Lake, IN	3438
LaPorte, IN	321
Lawrence, IN	33
Madison, IN	72
Marion, IN	7790
Marshall, IN	26
Martin, IN	15
Miami, IN	5
Monroe, IN	163
Montgomery, IN	19
Morgan, IN	67
Newton, IN	9
Noble, IN	51
Ohio, IN	0
Orange, IN	2
Owen, IN	2
Parke, IN	2
Perry, IN	16
Pike, IN	0
Porter, IN	245
Posey, IN	17
Pulaski, IN	13
Putnam, IN	36
Randolph, IN	24
Ripley, IN	18
Rush, IN	2
St. Joseph, IN	860
Scott, IN	15
Shelby, IN	40
Spencer, IN	3
Starke, IN	85
Steuben, IN	47
Sullivan, IN	2
Switzerland, IN	4
Tippecanoe, IN	227
Tipton, IN	6
Union, IN	14
Vanderburgh, IN	353
Vermillion, IN	10
Vigo, IN	45
Wabash, IN	17
Warren, IN	3
Warrick, IN	21
Washington, IN	0
Wayne, IN	194
Wells, IN	27
White, IN	14
Whitley, IN	2
IOWA	5527
Adair, IA	5
Adams, IA	6
Allamakee, IA	0
Appanoose, IA	29
Audubon, IA	2
Benton, IA	6
Black Hawk, IA	294
Boone, IA	25
Bremer, IA	11
Buchanan, IA	23
Buena Vista, IA	20
Butler, IA	6
Calhoun, IA	6
Carroll, IA	23
Cass, IA	16
Cedar, IA	9
Cerro Gordo, IA	48
Cherokee, IA	7
Chickasaw, IA	4
Clarke, IA	13
Clay, IA	29
Clayton, IA	8
Clinton, IA	4
Crawford, IA	16
Dallas, IA	44
Davis, IA	2
Decatur, IA	0
Delaware, IA	5
Des Moines, IA	51
Dickinson, IA	5
Dubuque, IA	131
Emmet, IA	18
Fayette, IA	10
Floyd, IA	6
Franklin, IA	7
Fremont, IA	0
Greene, IA	2
Grundy, IA	2
Guthrie, IA	1
Hamilton, IA	21
Hancock, IA	7
Hardin, IA	13
Harrison, IA	20
Henry, IA	6
Howard, IA	8
Humboldt, IA	2
Ida, IA	4
Iowa, IA	9
Jackson, IA	17
Jasper, IA	40
Jefferson, IA	24
Johnson, IA	139
Jones, IA	7
Keokuk, IA	1
Kossuth, IA	14
Lee, IA	61
Linn, IA	369
Louisa, IA	11
Lucas, IA	14
Lyon, IA	10
Madison, IA	9
Mahaska, IA	32
Marion, IA	25
Marshall, IA	102
Mills, IA	72
Mitchell, IA	3
Monona, IA	7
Monroe, IA	5
Montgomery, IA	14
Muscatine, IA	44
O'Brien, IA	14
Osceola, IA	6
Page, IA	20
Palo Alto, IA	2
Plymouth, IA	19
Pocahontas, IA	0
Polk, IA	1216
Pottawattamie, IA	959
Poweshiek, IA	23
Ringgold, IA	0
Sac, IA	3
Scott, IA	444
Shelby, IA	4
Sioux, IA	9
Story, IA	123
Tama, IA	6
Taylor, IA	1
Union, IA	11
Van Buren, IA	4
Wapello, IA	66
Warren, IA	51
Washington, IA	7
Wayne, IA	3
Webster, IA	149
Winnebago, IA	1
Winneshiek, IA	1
Woodbury, IA	373
Worth, IA	0
Wright, IA	8
KANSAS	4904
Allen, KS	20
Anderson, KS	10
Atchison, KS	21
Barber, KS	4
Barton, KS	33
Bourbon, KS	42
Brown, KS	5
Butler, KS	87
Chase, KS	1
Chautauqua, KS	4
Cherokee, KS	47
Cheyenne, KS	3
Clark, KS	1
Clay, KS	8
Cloud, KS	9
Coffey, KS	6
Comanche, KS	1
Cowley, KS	45
Crawford, KS	113
Decatur, KS	7
Dickinson, KS	19
Doniphan, KS	14
Douglas, KS	202
Edwards, KS	3
Elk, KS	1
Ellis, KS	38
Ellsworth, KS	5
Finney, KS	115
Ford, KS	82
Franklin, KS	44
Geary, KS	45
Gove, KS	0
Graham, KS	1
Grant, KS	2
Gray, KS	0
Greeley, KS	1
Greenwood, KS	5
Hamilton, KS	5
Harper, KS	3
Harvey, KS	25
Haskell, KS	1
Hodgeman, KS	2
Jackson, KS	22
Jefferson, KS	29
Jewell, KS	0
Johnson, KS	435
Kearny, KS	7
Kingman, KS	5
Kiowa, KS	1
Labette, KS	28
Lane, KS	0
Leavenworth, KS	142
Lincoln, KS	7
Linn, KS	16
Logan, KS	1
Lyon, KS	67
McPherson, KS	18
Marion, KS	4
Marshall, KS	4
Meade, KS	2
Miami, KS	54
Mitchell, KS	8
Montgomery, KS	62
Morris, KS	8
Morton, KS	2
Nemaha, KS	9
Neosho, KS	20
Ness, KS	1
Norton, KS	2
Osage, KS	25
Osborne, KS	4
Ottawa, KS	0
Pawnee, KS	4
Phillips, KS	1
Pottawatomie, KS	25
Pratt, KS	8
Rawlins, KS	2
Reno, KS	115
Republic, KS	6
Rice, KS	11
Riley, KS	71
Rooks, KS	1
Rush, KS	2
Russell, KS	13
Saline, KS	112
Scott, KS	10
Sedgwick, KS	1582
Seward, KS	62
Shawnee, KS	634
Sheridan, KS	3
Sherman, KS	13
Smith, KS	1
Stafford, KS	0
Stanton, KS	0
Stevens, KS	12
Sumner, KS	32
Thomas, KS	16
Trego, KS	2
Wabaunsee, KS	6
Wallace, KS	1
Washington, KS	4
Wichita, KS	4
Wilson, KS	14
Woodson, KS	6
Wyandotte, KS	68
KENTUCKY	3360
Adair, KY	0
Allen, KY	0
Anderson, KY	0
Ballard, KY	0
Barren, KY	0
Bath, KY	0
Bell, KY	0
Boone, KY	163
Bourbon, KY	0
Boyd, KY	48
Boyle, KY	0
Bracken, KY	0
Breathitt, KY	0
Breckinridge, KY	0
Bullitt, KY	7
Butler, KY	0
Caldwell, KY	0
Calloway, KY	22
Campbell, KY	25
Carlisle, KY	0
Carroll, KY	10
Carter, KY	0
Casey, KY	0
Christian, KY	74
Clark, KY	0
Clay, KY	0
Clinton, KY	0
Crittenden, KY	0
Cumberland, KY	0
Daviess, KY	126
Edmonson, KY	0
Elliott, KY	0
Estill, KY	0
Fayette, KY	766
Fleming, KY	0
Floyd, KY	0
Franklin, KY	0
Fulton, KY	0
Gallatin, KY	0
Garrard, KY	0
Grant, KY	0
Graves, KY	0
Grayson, KY	0
Green, KY	0
Greenup, KY	0
Hancock, KY	0
Hardin, KY	20
Harlan, KY	0
Harrison, KY	0
Hart, KY	0
Henderson, KY	0
Henry, KY	0
Hickman, KY	0
Hopkins, KY	68
Jackson, KY	0
Jefferson, KY	1549
Jessamine, KY	0
Johnson, KY	0
Kenton, KY	17
Knott, KY	0
Knox, KY	0
Larue, KY	0
Laurel, KY	0
Lawrence, KY	0
Lee, KY	0
Leslie, KY	0
Letcher, KY	0
Lewis, KY	0
Lincoln, KY	0
Livingston, KY	0
Logan, KY	12
Lyon, KY	5
McCracken, KY	141
McCreary, KY	0
McLean, KY	0
Madison, KY	86
Magoffin, KY	0
Marion, KY	0
Marshall, KY	44
Martin, KY	0
Mason, KY	0
Meade, KY	0
Menifee, KY	0
Mercer, KY	0
Metcalfe, KY	0
Monroe, KY	0
Montgomery, KY	0
Morgan, KY	0
Muhlenberg, KY	0
Nelson, KY	0
Nicholas, KY	0
Ohio, KY	0
Oldham, KY	0
Owen, KY	0
Owsley, KY	0
Pendleton, KY	0
Perry, KY	0
Pike, KY	0
Powell, KY	0
Pulaski, KY	0
Robertson, KY	0
Rockcastle, KY	0
Rowan, KY	11
Russell, KY	0
Scott, KY	0
Shelby, KY	0
Simpson, KY	0
Spencer, KY	0
Taylor, KY	0
Todd, KY	0
Trigg, KY	0
Trimble, KY	0
Union, KY	0
Warren, KY	150
Washington, KY	0
Wayne, KY	0
Webster, KY	0
Whitley, KY	0
Wolfe, KY	0
Woodford, KY	16
LOUISIANA	18913
Acadia, LA	53
Allen, LA	0
Ascension, LA	294
Assumption, LA	26
Avoyelles, LA	13
Beauregard, LA	38
Bienville, LA	2
Bossier, LA	364
Caddo, LA	1645
Calcasieu, LA	457
Caldwell, LA	4
Cameron, LA	24
Catahoula, LA	10
Claiborne, LA	16
Concordia, LA	16
De Soto, LA	53
East Baton Rouge, LA	2260
East Carroll, LA	9
East Feliciana, LA	1
Evangeline, LA	39
Franklin, LA	14
Grant, LA	33
Iberia, LA	107
Iberville, LA	18
Jackson, LA	4
Jefferson, LA	2725
Jefferson Davis, LA	62
Lafayette, LA	635
Lafourche, LA	118
La Salle, LA	8
Lincoln, LA	67
Livingston, LA	82
Madison, LA	23
Morehouse, LA	33
Natchitoches, LA	91
Orleans, LA	6909
Ouachita, LA	168
Plaquemines, LA	59
Pointe Coupee, LA	44
Rapides, LA	361
Red River, LA	12
Richland, LA	16
Sabine, LA	11
St. Bernard, LA	195
St. Charles, LA	101
St. Helena, LA	18
St. James, LA	38
St. John the Baptist, LA	115
St. Landry, LA	157
St. Martin, LA	2
St. Mary, LA	141
St. Tammany, LA	462
Tangipahoa, LA	170
Tensas, LA	7
Terrebonne, LA	316
Union, LA	13
Vermilion, LA	25
Vernon, LA	25
Washington, LA	98
Webster, LA	28
West Baton Rouge, LA	47
West Carroll, LA	28
West Feliciana, LA	3
Winn, LA	0
MAINE	1456
Androscoggin, ME	133
Aroostook, ME	57
Cumberland, ME	374
Franklin, ME	40
Hancock, ME	46
Kennebec, ME	123
Knox, ME	48
Lincoln, ME	26
Oxford, ME	70
Penobscot, ME	153
Piscataquis, ME	22
Sagadahoc, ME	30
Somerset, ME	65
Waldo, ME	36
Washington, ME	30
York, ME	203
MARYLAND	36405
Allegany, MD	92
Anne Arundel, MD	1441
Baltimore, MD	3341
Calvert, MD	83
Caroline, MD	77
Carroll, MD	143
Cecil, MD	200
Charles, MD	585
Dorchester, MD	74
Frederick, MD	240
Garrett, MD	22
Harford, MD	330
Howard, MD	682
Kent, MD	21
Montgomery, MD	3676
Prince George's, MD	17628
Queen Anne's, MD	37
St. Mary's, MD	127
Somerset, MD	39
Talbot, MD	27
Washington, MD	273
Wicomico, MD	144
Worcester, MD	93
Baltimore city, MD	7030
MASSACHUSETTS	24876
Barnstable, MA	277
Berkshire, MA	252
Bristol, MA	1778
Dukes, MA	9
Essex, MA	3136
Franklin, MA	70
Hampden, MA	3707
Hampshire, MA	251
Middlesex, MA	3407
Nantucket, MA	11
Norfolk, MA	924
Plymouth, MA	1598
Suffolk, MA	7265
Worcester, MA	2191
MICHIGAN	53344
Alcona, MI	5
Alger, MI	12
Allegan, MI	115
Alpena, MI	28
Antrim, MI	13
Arenac, MI	13
Baraga, MI	9
Barry, MI	57
Bay, MI	226
Benzie, MI	15
Berrien, MI	343
Branch, MI	53
Calhoun, MI	465
Cass, MI	79
Charlevoix, MI	12
Cheboygan, MI	37
Chippewa, MI	60
Clare, MI	70
Clinton, MI	80
Crawford, MI	29
Delta, MI	25
Dickinson, MI	24
Eaton, MI	168
Emmet, MI	28
Genesee, MI	2330
Gladwin, MI	25
Gogebic, MI	4
Grand Traverse, MI	84
Gratiot, MI	22
Hillsdale, MI	58
Houghton, MI	37
Huron, MI	19
Ingham, MI	727
Ionia, MI	61
Iosco, MI	36
Iron, MI	14
Isabella, MI	96
Jackson, MI	336
Kalamazoo, MI	823
Kalkaska, MI	30
Kent, MI	1296
Keweenaw, MI	0
Lake, MI	13
Lapeer, MI	85
Leelanau, MI	13
Lenawee, MI	89
Livingston, MI	236
Luce, MI	4
Mackinac, MI	17
Macomb, MI	3853
Manistee, MI	17
Marquette, MI	68
Mason, MI	28
Mecosta, MI	76
Menominee, MI	34
Midland, MI	53
Missaukee, MI	16
Monroe, MI	308
Montcalm, MI	102
Montmorency, MI	8
Muskegon, MI	666
Newaygo, MI	51
Oakland, MI	3988
Oceana, MI	38
Ogemaw, MI	38
Ontonagon, MI	7
Osceola, MI	32
Oscoda, MI	14
Otsego, MI	49
Ottawa, MI	251
Presque Isle, MI	6
Roscommon, MI	51
Saginaw, MI	527
St. Clair, MI	304
St. Joseph, MI	115
Sanilac, MI	47
Schoolcraft, MI	6
Shiawassee, MI	88
Tuscola, MI	50
Van Buren, MI	152
Washtenaw, MI	1062
Wayne, MI	32759
Wexford, MI	59
MINNESOTA	13000
Aitkin, MN	40
Anoka, MN	223
Becker, MN	87
Beltrami, MN	114
Benton, MN	56
Big Stone, MN	12
Blue Earth, MN	102
Brown, MN	18
Carlton, MN	60
Carver, MN	75
Cass, MN	116
Chippewa, MN	5
Chisago, MN	110
Clay, MN	70
Clearwater, MN	25
Cook, MN	11
Cottonwood, MN	7
Crow Wing, MN	141
Dakota, MN	494
Dodge, MN	18
Douglas, MN	32
Faribault, MN	23
Fillmore, MN	11
Freeborn, MN	41
Goodhue, MN	100
Grant, MN	7
Hennepin, MN	5072
Houston, MN	15
Hubbard, MN	57
